,TIME,GEO,ICCS,UNIT,Value
2634,2013,Lithuania,Rape,Number,133.0
2635,2013,Lithuania,Rape,Per hundred thousand inhabitants,4.48
2636,2013,Lithuania,Sexual assault,Number,219.0
2637,2013,Lithuania,Sexual assault,Per hundred thousand inhabitants,7.37
2638,2013,Lithuania,Theft,Number,24360.0
2639,2013,Lithuania,Theft,Per hundred thousand inhabitants,819.68
2640,2013,Luxembourg,Intentional homicide,Number,1.0
2641,2013,Luxembourg,Intentional homicide,Per hundred thousand inhabitants,0.19
2642,2013,Luxembourg,Assault,Number,3018.0
2643,2013,Luxembourg,Assault,Per hundred thousand inhabitants,561.97
2644,2013,Luxembourg,Sexual violence,Number,405.0
2645,2013,Luxembourg,Sexual violence,Per hundred thousand inhabitants,75.41
2646,2013,Luxembourg,Rape,Number,89.0
2647,2013,Luxembourg,Rape,Per hundred thousand inhabitants,16.57
2648,2013,Luxembourg,Sexual assault,Number,316.0
2649,2013,Luxembourg,Sexual assault,Per hundred thousand inhabitants,58.84
2650,2013,Luxembourg,Theft,Number,10701.0
2651,2013,Luxembourg,Theft,Per hundred thousand inhabitants,1992.59
2652,2013,Hungary,Intentional homicide,Number,138.0
2653,2013,Hungary,Intentional homicide,Per hundred thousand inhabitants,1.39
2654,2013,Hungary,Assault,Number,13377.0
2655,2013,Hungary,Assault,Per hundred thousand inhabitants,135.0
2656,2013,Hungary,Sexual violence,Number,679.0
2657,2013,Hungary,Sexual violence,Per hundred thousand inhabitants,6.85
2658,2013,Hungary,Rape,Number,248.0
2659,2013,Hungary,Rape,Per hundred thousand inhabitants,2.5
2660,2013,Hungary,Sexual assault,Number,431.0
2661,2013,Hungary,Sexual assault,Per hundred thousand inhabitants,4.35
2662,2013,Hungary,Theft,Number,129968.0
2663,2013,Hungary,Theft,Per hundred thousand inhabitants,1311.64
2664,2013,Malta,Intentional homicide,Number,6.0
2665,2013,Malta,Intentional homicide,Per hundred thousand inhabitants,1.42
2666,2013,Malta,Assault,Number,218.0
2667,2013,Malta,Assault,Per hundred thousand inhabitants,51.74
2668,2013,Malta,Sexual violence,Number,94.0
2669,2013,Malta,Sexual violence,Per hundred thousand inhabitants,22.31
2670,2013,Malta,Rape,Number,15.0
2671,2013,Malta,Rape,Per hundred thousand inhabitants,3.56
2672,2013,Malta,Sexual assault,Number,79.0
2673,2013,Malta,Sexual assault,Per hundred thousand inhabitants,18.75
2674,2013,Malta,Theft,Number,8794.0
2675,2013,Malta,Theft,Per hundred thousand inhabitants,2087.03
2676,2013,Netherlands,Intentional homicide,Number,125.0
2677,2013,Netherlands,Intentional homicide,Per hundred thousand inhabitants,0.74
2678,2013,Netherlands,Assault,Number,52855.0
2679,2013,Netherlands,Assault,Per hundred thousand inhabitants,315.0
2680,2013,Netherlands,Sexual violence,Number,8320.0
2681,2013,Netherlands,Sexual violence,Per hundred thousand inhabitants,49.58
2682,2013,Netherlands,Rape,Number,1205.0
2683,2013,Netherlands,Rape,Per hundred thousand inhabitants,7.18
2684,2013,Netherlands,Sexual assault,Number,7115.0
2685,2013,Netherlands,Sexual assault,Per hundred thousand inhabitants,42.4
2686,2013,Netherlands,Theft,Number,665750.0
2687,2013,Netherlands,Theft,Per hundred thousand inhabitants,3967.62
2688,2013,Austria,Intentional homicide,Number,61.0
2689,2013,Austria,Intentional homicide,Per hundred thousand inhabitants,0.72
2690,2013,Austria,Assault,Number,3734.0
2691,2013,Austria,Assault,Per hundred thousand inhabitants,44.18
2692,2013,Austria,Sexual violence,Number,4556.0
2693,2013,Austria,Sexual violence,Per hundred thousand inhabitants,53.91
2694,2013,Austria,Rape,Number,920.0
2695,2013,Austria,Rape,Per hundred thousand inhabitants,10.89
2696,2013,Austria,Sexual assault,Number,3636.0
2697,2013,Austria,Sexual assault,Per hundred thousand inhabitants,43.02
2698,2013,Austria,Theft,Number,154002.0
2699,2013,Austria,Theft,Per hundred thousand inhabitants,1822.11
2700,2013,Poland,Intentional homicide,Number,298.0
2701,2013,Poland,Intentional homicide,Per hundred thousand inhabitants,0.78
2702,2013,Poland,Assault,Number,8571.0
2703,2013,Poland,Assault,Per hundred thousand inhabitants,22.52
2704,2013,Poland,Sexual violence,Number,2122.0
2705,2013,Poland,Sexual violence,Per hundred thousand inhabitants,5.58
2706,2013,Poland,Rape,Number,1362.0
2707,2013,Poland,Rape,Per hundred thousand inhabitants,3.58
2708,2013,Poland,Sexual assault,Number,760.0
2709,2013,Poland,Sexual assault,Per hundred thousand inhabitants,2.0
2710,2013,Poland,Theft,Number,215658.0
2711,2013,Poland,Theft,Per hundred thousand inhabitants,566.59
2712,2013,Portugal,Intentional homicide,Number,144.0
2713,2013,Portugal,Intentional homicide,Per hundred thousand inhabitants,1.37
2714,2013,Portugal,Assault,Number,25698.0
2715,2013,Portugal,Assault,Per hundred thousand inhabitants,245.04
2716,2013,Portugal,Sexual violence,Number,2238.0
2717,2013,Portugal,Sexual violence,Per hundred thousand inhabitants,21.34
2718,2013,Portugal,Rape,Number,345.0
2719,2013,Portugal,Rape,Per hundred thousand inhabitants,3.29
2720,2013,Portugal,Sexual assault,Number,1893.0
2721,2013,Portugal,Sexual assault,Per hundred thousand inhabitants,18.05
2722,2013,Portugal,Theft,Number,109701.0
2723,2013,Portugal,Theft,Per hundred thousand inhabitants,1046.04
2724,2013,Romania,Intentional homicide,Number,336.0
2725,2013,Romania,Intentional homicide,Per hundred thousand inhabitants,1.68
2726,2013,Romania,Assault,Number,17572.0
2727,2013,Romania,Assault,Per hundred thousand inhabitants,87.77
2728,2013,Romania,Sexual violence,Number,1723.0
2729,2013,Romania,Sexual violence,Per hundred thousand inhabitants,8.61
2730,2013,Romania,Rape,Number,978.0
2731,2013,Romania,Rape,Per hundred thousand inhabitants,4.89
2732,2013,Romania,Sexual assault,Number,745.0
2733,2013,Romania,Sexual assault,Per hundred thousand inhabitants,3.72
2734,2013,Romania,Theft,Number,60449.0
2735,2013,Romania,Theft,Per hundred thousand inhabitants,301.94
2736,2013,Slovenia,Intentional homicide,Number,12.0
2737,2013,Slovenia,Intentional homicide,Per hundred thousand inhabitants,0.58
2738,2013,Slovenia,Assault,Number,1849.0
2739,2013,Slovenia,Assault,Per hundred thousand inhabitants,89.81
2740,2013,Slovenia,Sexual violence,Number,378.0
2741,2013,Slovenia,Sexual violence,Per hundred thousand inhabitants,18.36
2742,2013,Slovenia,Rape,Number,53.0
2743,2013,Slovenia,Rape,Per hundred thousand inhabitants,2.57
2744,2013,Slovenia,Sexual assault,Number,325.0
2745,2013,Slovenia,Sexual assault,Per hundred thousand inhabitants,15.79
2746,2013,Slovenia,Theft,Number,35563.0
2747,2013,Slovenia,Theft,Per hundred thousand inhabitants,1727.35
2748,2013,Slovakia,Intentional homicide,Number,78.0
2749,2013,Slovakia,Intentional homicide,Per hundred thousand inhabitants,1.44
2750,2013,Slovakia,Assault,Number,2017.0
2751,2013,Slovakia,Assault,Per hundred thousand inhabitants,37.28
2752,2013,Slovakia,Sexual violence,Number,
2753,2013,Slovakia,Sexual violence,Per hundred thousand inhabitants,
2754,2013,Slovakia,Rape,Number,91.0
2755,2013,Slovakia,Rape,Per hundred thousand inhabitants,1.68
2756,2013,Slovakia,Sexual assault,Number,
2757,2013,Slovakia,Sexual assault,Per hundred thousand inhabitants,
2758,2013,Slovakia,Theft,Number,23139.0
2759,2013,Slovakia,Theft,Per hundred thousand inhabitants,427.64
2760,2013,Finland,Intentional homicide,Number,88.0
2761,2013,Finland,Intentional homicide,Per hundred thousand inhabitants,1.62
2762,2013,Finland,Assault,Number,35503.0
2763,2013,Finland,Assault,Per hundred thousand inhabitants,654.23
2764,2013,Finland,Sexual violence,Number,1542.0
2765,2013,Finland,Sexual violence,Per hundred thousand inhabitants,28.42
2766,2013,Finland,Rape,Number,975.0
2767,2013,Finland,Rape,Per hundred thousand inhabitants,17.97
2768,2013,Finland,Sexual assault,Number,567.0
2769,2013,Finland,Sexual assault,Per hundred thousand inhabitants,10.45
2770,2013,Finland,Theft,Number,125351.0
2771,2013,Finland,Theft,Per hundred thousand inhabitants,2309.9
2772,2013,Sweden,Intentional homicide,Number,87.0
2773,2013,Sweden,Intentional homicide,Per hundred thousand inhabitants,0.91
2774,2013,Sweden,Assault,Number,80374.0
2775,2013,Sweden,Assault,Per hundred thousand inhabitants,841.09
2776,2013,Sweden,Sexual violence,Number,16902.0
2777,2013,Sweden,Sexual violence,Per hundred thousand inhabitants,176.88
2778,2013,Sweden,Rape,Number,5634.0
2779,2013,Sweden,Rape,Per hundred thousand inhabitants,58.96
2780,2013,Sweden,Sexual assault,Number,11268.0
2781,2013,Sweden,Sexual assault,Per hundred thousand inhabitants,117.92
2782,2013,Sweden,Theft,Number,410762.0
2783,2013,Sweden,Theft,Per hundred thousand inhabitants,4298.52
2784,2013,England and Wales,Intentional homicide,Number,526.0
2785,2013,England and Wales,Intentional homicide,Per hundred thousand inhabitants,0.93
2786,2013,England and Wales,Assault,Number,321533.0
2787,2013,England and Wales,Assault,Per hundred thousand inhabitants,566.49
2788,2013,England and Wales,Sexual violence,Number,47137.0
2789,2013,England and Wales,Sexual violence,Per hundred thousand inhabitants,83.05
2790,2013,England and Wales,Rape,Number,20748.0
2791,2013,England and Wales,Rape,Per hundred thousand inhabitants,36.55
2792,2013,England and Wales,Sexual assault,Number,26389.0
2793,2013,England and Wales,Sexual assault,Per hundred thousand inhabitants,46.49
2794,2013,England and Wales,Theft,Number,1401956.0
2795,2013,England and Wales,Theft,Per hundred thousand inhabitants,2470.04
2796,2013,Scotland,Intentional homicide,Number,63.0
2797,2013,Scotland,Intentional homicide,Per hundred thousand inhabitants,1.18
2798,2013,Scotland,Assault,Number,3268.0
2799,2013,Scotland,Assault,Per hundred thousand inhabitants,61.43
2800,2013,Scotland,Sexual violence,Number,5095.0
2801,2013,Scotland,Sexual violence,Per hundred thousand inhabitants,95.77
2802,2013,Scotland,Rape,Number,1690.0
2803,2013,Scotland,Rape,Per hundred thousand inhabitants,31.77
2804,2013,Scotland,Sexual assault,Number,3405.0
2805,2013,Scotland,Sexual assault,Per hundred thousand inhabitants,64.0
2806,2013,Scotland,Theft,Number,101870.0
2807,2013,Scotland,Theft,Per hundred thousand inhabitants,1914.81
2808,2013,Northern Ireland (UK),Intentional homicide,Number,20.0
2809,2013,Northern Ireland (UK),Intentional homicide,Per hundred thousand inhabitants,1.09
2810,2013,Northern Ireland (UK),Assault,Number,1093.0
2811,2013,Northern Ireland (UK),Assault,Per hundred thousand inhabitants,59.84
2812,2013,Northern Ireland (UK),Sexual violence,Number,2109.0
2813,2013,Northern Ireland (UK),Sexual violence,Per hundred thousand inhabitants,115.46
2814,2013,Northern Ireland (UK),Rape,Number,497.0
2815,2013,Northern Ireland (UK),Rape,Per hundred thousand inhabitants,27.21
2816,2013,Northern Ireland (UK),Sexual assault,Number,1612.0
2817,2013,Northern Ireland (UK),Sexual assault,Per hundred thousand inhabitants,88.25
2818,2013,Northern Ireland (UK),Theft,Number,27289.0
2819,2013,Northern Ireland (UK),Theft,Per hundred thousand inhabitants,1493.93
2820,2013,Iceland,Intentional homicide,Number,1.0
2821,2013,Iceland,Intentional homicide,Per hundred thousand inhabitants,0.31
2822,2013,Iceland,Assault,Number,92.0
2823,2013,Iceland,Assault,Per hundred thousand inhabitants,28.58
2824,2013,Iceland,Sexual violence,Number,
2825,2013,Iceland,Sexual violence,Per hundred thousand inhabitants,
2826,2013,Iceland,Rape,Number,
2827,2013,Iceland,Rape,Per hundred thousand inhabitants,
2828,2013,Iceland,Sexual assault,Number,
2829,2013,Iceland,Sexual assault,Per hundred thousand inhabitants,
2830,2013,Iceland,Theft,Number,4310.0
2831,2013,Iceland,Theft,Per hundred thousand inhabitants,1339.1
2832,2013,Liechtenstein,Intentional homicide,Number,0.0
2833,2013,Liechtenstein,Intentional homicide,Per hundred thousand inhabitants,0.0
2834,2013,Liechtenstein,Assault,Number,103.0
2835,2013,Liechtenstein,Assault,Per hundred thousand inhabitants,279.6
2836,2013,Liechtenstein,Sexual violence,Number,42.0
2837,2013,Liechtenstein,Sexual violence,Per hundred thousand inhabitants,114.01
2838,2013,Liechtenstein,Rape,Number,3.0
2839,2013,Liechtenstein,Rape,Per hundred thousand inhabitants,8.14
2840,2013,Liechtenstein,Sexual assault,Number,39.0
2841,2013,Liechtenstein,Sexual assault,Per hundred thousand inhabitants,105.87
2842,2013,Liechtenstein,Theft,Number,238.0
2843,2013,Liechtenstein,Theft,Per hundred thousand inhabitants,646.07
2844,2013,Norway,Intentional homicide,Number,46.0
2845,2013,Norway,Intentional homicide,Per hundred thousand inhabitants,0.91
2846,2013,Norway,Assault,Number,2566.0
2847,2013,Norway,Assault,Per hundred thousand inhabitants,50.8
2848,2013,Norway,Sexual violence,Number,2501.0
2849,2013,Norway,Sexual violence,Per hundred thousand inhabitants,49.51
2850,2013,Norway,Rape,Number,1136.0
2851,2013,Norway,Rape,Per hundred thousand inhabitants,22.49
2852,2013,Norway,Sexual assault,Number,1365.0
2853,2013,Norway,Sexual assault,Per hundred thousand inhabitants,27.02
2854,2013,Norway,Theft,Number,133302.0
2855,2013,Norway,Theft,Per hundred thousand inhabitants,2638.98
2856,2013,Switzerland,Intentional homicide,Number,57.0
2857,2013,Switzerland,Intentional homicide,Per hundred thousand inhabitants,0.71
2858,2013,Switzerland,Assault,Number,568.0
2859,2013,Switzerland,Assault,Per hundred thousand inhabitants,7.07
2860,2013,Switzerland,Sexual violence,Number,7239.0
2861,2013,Switzerland,Sexual violence,Per hundred thousand inhabitants,90.05
2862,2013,Switzerland,Rape,Number,571.0
2863,2013,Switzerland,Rape,Per hundred thousand inhabitants,7.1
2864,2013,Switzerland,Sexual assault,Number,6668.0
2865,2013,Switzerland,Sexual assault,Per hundred thousand inhabitants,82.95
2866,2013,Switzerland,Theft,Number,153767.0
2867,2013,Switzerland,Theft,Per hundred thousand inhabitants,1912.75
2868,2013,Montenegro,Intentional homicide,Number,9.0
2869,2013,Montenegro,Intentional homicide,Per hundred thousand inhabitants,1.45
2870,2013,Montenegro,Assault,Number,173.0
2871,2013,Montenegro,Assault,Per hundred thousand inhabitants,27.86
2872,2013,Montenegro,Sexual violence,Number,23.0
2873,2013,Montenegro,Sexual violence,Per hundred thousand inhabitants,3.7
2874,2013,Montenegro,Rape,Number,4.0
2875,2013,Montenegro,Rape,Per hundred thousand inhabitants,0.64
2876,2013,Montenegro,Sexual assault,Number,19.0
2877,2013,Montenegro,Sexual assault,Per hundred thousand inhabitants,3.06
2878,2013,Montenegro,Theft,Number,778.0
2879,2013,Montenegro,Theft,Per hundred thousand inhabitants,125.3
2880,2013,"Former Yugoslav Republic of Macedonia, the",Intentional homicide,Number,20.0
2881,2013,"Former Yugoslav Republic of Macedonia, the",Intentional homicide,Per hundred thousand inhabitants,0.97
2882,2013,"Former Yugoslav Republic of Macedonia, the",Assault,Number,216.0
2883,2013,"Former Yugoslav Republic of Macedonia, the",Assault,Per hundred thousand inhabitants,10.47
2884,2013,"Former Yugoslav Republic of Macedonia, the",Sexual violence,Number,151.0
2885,2013,"Former Yugoslav Republic of Macedonia, the",Sexual violence,Per hundred thousand inhabitants,7.32
2886,2013,"Former Yugoslav Republic of Macedonia, the",Rape,Number,38.0
2887,2013,"Former Yugoslav Republic of Macedonia, the",Rape,Per hundred thousand inhabitants,1.84
2888,2013,"Former Yugoslav Republic of Macedonia, the",Sexual assault,Number,113.0
2889,2013,"Former Yugoslav Republic of Macedonia, the",Sexual assault,Per hundred thousand inhabitants,5.48
2890,2013,"Former Yugoslav Republic of Macedonia, the",Theft,Number,6037.0
2891,2013,"Former Yugoslav Republic of Macedonia, the",Theft,Per hundred thousand inhabitants,292.73
2892,2013,Albania,Intentional homicide,Number,107.0
2893,2013,Albania,Intentional homicide,Per hundred thousand inhabitants,
2894,2013,Albania,Assault,Number,163.0
2895,2013,Albania,Assault,Per hundred thousand inhabitants,
2896,2013,Albania,Sexual violence,Number,89.0
2897,2013,Albania,Sexual violence,Per hundred thousand inhabitants,
2898,2013,Albania,Rape,Number,39.0
2899,2013,Albania,Rape,Per hundred thousand inhabitants,
2900,2013,Albania,Sexual assault,Number,50.0
2901,2013,Albania,Sexual assault,Per hundred thousand inhabitants,
2902,2013,Albania,Theft,Number,5827.0
2903,2013,Albania,Theft,Per hundred thousand inhabitants,
2904,2013,Serbia,Intentional homicide,Number,131.0
2905,2013,Serbia,Intentional homicide,Per hundred thousand inhabitants,1.82
2906,2013,Serbia,Assault,Number,1286.0
2907,2013,Serbia,Assault,Per hundred thousand inhabitants,17.91
2908,2013,Serbia,Sexual violence,Number,321.0
2909,2013,Serbia,Sexual violence,Per hundred thousand inhabitants,4.47
2910,2013,Serbia,Rape,Number,70.0
2911,2013,Serbia,Rape,Per hundred thousand inhabitants,0.97
2912,2013,Serbia,Sexual assault,Number,251.0
2913,2013,Serbia,Sexual assault,Per hundred thousand inhabitants,3.5
2914,2013,Serbia,Theft,Number,33912.0
2915,2013,Serbia,Theft,Per hundred thousand inhabitants,472.21
2916,2013,Turkey,Intentional homicide,Number,
2917,2013,Turkey,Intentional homicide,Per hundred thousand inhabitants,
2918,2013,Turkey,Assault,Number,
2919,2013,Turkey,Assault,Per hundred thousand inhabitants,
2920,2013,Turkey,Sexual violence,Number,
2921,2013,Turkey,Sexual violence,Per hundred thousand inhabitants,
2922,2013,Turkey,Rape,Number,
2923,2013,Turkey,Rape,Per hundred thousand inhabitants,
2924,2013,Turkey,Sexual assault,Number,
2925,2013,Turkey,Sexual assault,Per hundred thousand inhabitants,
2926,2013,Turkey,Theft,Number,
2927,2013,Turkey,Theft,Per hundred thousand inhabitants,
2928,2013,Bosnia and Herzegovina,Intentional homicide,Number,46.0
2929,2013,Bosnia and Herzegovina,Intentional homicide,Per hundred thousand inhabitants,
2930,2013,Bosnia and Herzegovina,Assault,Number,577.0
2931,2013,Bosnia and Herzegovina,Assault,Per hundred thousand inhabitants,
2932,2013,Bosnia and Herzegovina,Sexual violence,Number,
2933,2013,Bosnia and Herzegovina,Sexual violence,Per hundred thousand inhabitants,
2934,2013,Bosnia and Herzegovina,Rape,Number,35.0
2935,2013,Bosnia and Herzegovina,Rape,Per hundred thousand inhabitants,
2936,2013,Bosnia and Herzegovina,Sexual assault,Number,
2937,2013,Bosnia and Herzegovina,Sexual assault,Per hundred thousand inhabitants,
2938,2013,Bosnia and Herzegovina,Theft,Number,7853.0
2939,2013,Bosnia and Herzegovina,Theft,Per hundred thousand inhabitants,
2940,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Intentional homicide,Number,41.0
2941,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Intentional homicide,Per hundred thousand inhabitants,
2942,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Assault,Number,653.0
2943,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Assault,Per hundred thousand inhabitants,
2944,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual violence,Number,147.0
2945,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual violence,Per hundred thousand inhabitants,
2946,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Rape,Number,32.0
2947,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Rape,Per hundred thousand inhabitants,
2948,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual assault,Number,115.0
2949,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Sexual assault,Per hundred thousand inhabitants,
2950,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Theft,Number,17348.0
2951,2013,Kosovo (under United Nations Security Council Resolution 1244/99),Theft,Per hundred thousand inhabitants,
2952,2014,Belgium,Intentional homicide,Number,202.0
2953,2014,Belgium,Intentional homicide,Per hundred thousand inhabitants,1.8
2954,2014,Belgium,Assault,Number,69162.0
2955,2014,Belgium,Assault,Per hundred thousand inhabitants,617.3
2956,2014,Belgium,Sexual violence,Number,10647.0
2957,2014,Belgium,Sexual violence,Per hundred thousand inhabitants,95.03
2958,2014,Belgium,Rape,Number,2882.0
2959,2014,Belgium,Rape,Per hundred thousand inhabitants,25.72
2960,2014,Belgium,Sexual assault,Number,7765.0
2961,2014,Belgium,Sexual assault,Per hundred thousand inhabitants,69.31
2962,2014,Belgium,Theft,Number,230073.0
2963,2014,Belgium,Theft,Per hundred thousand inhabitants,2053.49
2964,2014,Bulgaria,Intentional homicide,Number,116.0
2965,2014,Bulgaria,Intentional homicide,Per hundred thousand inhabitants,1.6
2966,2014,Bulgaria,Assault,Number,2533.0
2967,2014,Bulgaria,Assault,Per hundred thousand inhabitants,34.96
2968,2014,Bulgaria,Sexual violence,Number,610.0
2969,2014,Bulgaria,Sexual violence,Per hundred thousand inhabitants,8.42
2970,2014,Bulgaria,Rape,Number,148.0
2971,2014,Bulgaria,Rape,Per hundred thousand inhabitants,2.04
2972,2014,Bulgaria,Sexual assault,Number,462.0
2973,2014,Bulgaria,Sexual assault,Per hundred thousand inhabitants,6.38
2974,2014,Bulgaria,Theft,Number,44967.0
2975,2014,Bulgaria,Theft,Per hundred thousand inhabitants,620.6
2976,2014,Czech Republic,Intentional homicide,Number,84.0
2977,2014,Czech Republic,Intentional homicide,Per hundred thousand inhabitants,0.8
2978,2014,Czech Republic,Assault,Number,16949.0
2979,2014,Czech Republic,Assault,Per hundred thousand inhabitants,161.23
2980,2014,Czech Republic,Sexual violence,Number,2205.0
2981,2014,Czech Republic,Sexual violence,Per hundred thousand inhabitants,20.98
2982,2014,Czech Republic,Rape,Number,669.0
2983,2014,Czech Republic,Rape,Per hundred thousand inhabitants,6.36
2984,2014,Czech Republic,Sexual assault,Number,1536.0
2985,2014,Czech Republic,Sexual assault,Per hundred thousand inhabitants,14.61
2986,2014,Czech Republic,Theft,Number,112428.0
2987,2014,Czech Republic,Theft,Per hundred thousand inhabitants,1069.48
2988,2014,Denmark,Intentional homicide,Number,58.0
2989,2014,Denmark,Intentional homicide,Per hundred thousand inhabitants,1.03
2990,2014,Denmark,Assault,Number,9295.0
2991,2014,Denmark,Assault,Per hundred thousand inhabitants,165.18
2992,2014,Denmark,Sexual violence,Number,2067.0
2993,2014,Denmark,Sexual violence,Per hundred thousand inhabitants,36.73
2994,2014,Denmark,Rape,Number,462.0
2995,2014,Denmark,Rape,Per hundred thousand inhabitants,8.21
2996,2014,Denmark,Sexual assault,Number,1605.0
2997,2014,Denmark,Sexual assault,Per hundred thousand inhabitants,28.52
2998,2014,Denmark,Theft,Number,179403.0
2999,2014,Denmark,Theft,Per hundred thousand inhabitants,3188.12
3000,2014,Germany (until 1990 former territory of the FRG),Intentional homicide,Number,645.0
3001,2014,Germany (until 1990 former territory of the FRG),Intentional homicide,Per hundred thousand inhabitants,0.8
3002,2014,Germany (until 1990 former territory of the FRG),Assault,Number,125752.0
3003,2014,Germany (until 1990 former territory of the FRG),Assault,Per hundred thousand inhabitants,155.7
3004,2014,Germany (until 1990 former territory of the FRG),Sexual violence,Number,46982.0
3005,2014,Germany (until 1990 former territory of the FRG),Sexual violence,Per hundred thousand inhabitants,58.17
3006,2014,Germany (until 1990 former territory of the FRG),Rape,Number,7345.0
3007,2014,Germany (until 1990 former territory of the FRG),Rape,Per hundred thousand inhabitants,9.09
3008,2014,Germany (until 1990 former territory of the FRG),Sexual assault,Number,39637.0
3009,2014,Germany (until 1990 former territory of the FRG),Sexual assault,Per hundred thousand inhabitants,49.08
3010,2014,Germany (until 1990 former territory of the FRG),Theft,Number,1373964.0
3011,2014,Germany (until 1990 former territory of the FRG),Theft,Per hundred thousand inhabitants,1701.14
3012,2014,Estonia,Intentional homicide,Number,41.0
3013,2014,Estonia,Intentional homicide,Per hundred thousand inhabitants,3.12
3014,2014,Estonia,Assault,Number,77.0
3015,2014,Estonia,Assault,Per hundred thousand inhabitants,5.85
3016,2014,Estonia,Sexual violence,Number,199.0
3017,2014,Estonia,Sexual violence,Per hundred thousand inhabitants,15.12
3018,2014,Estonia,Rape,Number,147.0
3019,2014,Estonia,Rape,Per hundred thousand inhabitants,11.17
3020,2014,Estonia,Sexual assault,Number,52.0
3021,2014,Estonia,Sexual assault,Per hundred thousand inhabitants,3.95
3022,2014,Estonia,Theft,Number,16335.0
3023,2014,Estonia,Theft,Per hundred thousand inhabitants,1241.43
3024,2014,Ireland,Intentional homicide,Number,80.0
3025,2014,Ireland,Intentional homicide,Per hundred thousand inhabitants,1.74
3026,2014,Ireland,Assault,Number,13206.0
3027,2014,Ireland,Assault,Per hundred thousand inhabitants,286.74
3028,2014,Ireland,Sexual violence,Number,1913.0
3029,2014,Ireland,Sexual violence,Per hundred thousand inhabitants,41.54
3030,2014,Ireland,Rape,Number,477.0
3031,2014,Ireland,Rape,Per hundred thousand inhabitants,10.36
3032,2014,Ireland,Sexual assault,Number,1436.0
3033,2014,Ireland,Sexual assault,Per hundred thousand inhabitants,31.18
3034,2014,Ireland,Theft,Number,77730.0
3035,2014,Ireland,Theft,Per hundred thousand inhabitants,1687.76
3036,2014,Greece,Intentional homicide,Number,105.0
3037,2014,Greece,Intentional homicide,Per hundred thousand inhabitants,0.96
3038,2014,Greece,Assault,Number,5574.0
3039,2014,Greece,Assault,Per hundred thousand inhabitants,51.01
3040,2014,Greece,Sexual violence,Number,589.0
3041,2014,Greece,Sexual violence,Per hundred thousand inhabitants,5.39
3042,2014,Greece,Rape,Number,134.0
3043,2014,Greece,Rape,Per hundred thousand inhabitants,1.23
3044,2014,Greece,Sexual assault,Number,455.0
3045,2014,Greece,Sexual assault,Per hundred thousand inhabitants,4.16
3046,2014,Greece,Theft,Number,118663.0
3047,2014,Greece,Theft,Per hundred thousand inhabitants,1085.98
3048,2014,Spain,Intentional homicide,Number,323.0
3049,2014,Spain,Intentional homicide,Per hundred thousand inhabitants,0.69
3050,2014,Spain,Assault,Number,16776.0
3051,2014,Spain,Assault,Per hundred thousand inhabitants,36.07
3052,2014,Spain,Sexual violence,Number,9468.0
3053,2014,Spain,Sexual violence,Per hundred thousand inhabitants,20.36
3054,2014,Spain,Rape,Number,1239.0
3055,2014,Spain,Rape,Per hundred thousand inhabitants,2.66
3056,2014,Spain,Sexual assault,Number,8229.0
3057,2014,Spain,Sexual assault,Per hundred thousand inhabitants,17.69
3058,2014,Spain,Theft,Number,191719.0
3059,2014,Spain,Theft,Per hundred thousand inhabitants,412.19
3060,2014,France,Intentional homicide,Number,792.0
3061,2014,France,Intentional homicide,Per hundred thousand inhabitants,1.2
3062,2014,France,Assault,Number,227338.0
3063,2014,France,Assault,Per hundred thousand inhabitants,345.03
3064,2014,France,Sexual violence,Number,30959.0
3065,2014,France,Sexual violence,Per hundred thousand inhabitants,46.99
3066,2014,France,Rape,Number,12157.0
3067,2014,France,Rape,Per hundred thousand inhabitants,18.45
3068,2014,France,Sexual assault,Number,18802.0
3069,2014,France,Sexual assault,Per hundred thousand inhabitants,28.54
3070,2014,France,Theft,Number,1432509.0
3071,2014,France,Theft,Per hundred thousand inhabitants,2174.12
3072,2014,Croatia,Intentional homicide,Number,36.0
3073,2014,Croatia,Intentional homicide,Per hundred thousand inhabitants,0.85
3074,2014,Croatia,Assault,Number,766.0
3075,2014,Croatia,Assault,Per hundred thousand inhabitants,18.04
3076,2014,Croatia,Sexual violence,Number,826.0
3077,2014,Croatia,Sexual violence,Per hundred thousand inhabitants,19.45
3078,2014,Croatia,Rape,Number,333.0
3079,2014,Croatia,Rape,Per hundred thousand inhabitants,7.84
3080,2014,Croatia,Sexual assault,Number,493.0
3081,2014,Croatia,Sexual assault,Per hundred thousand inhabitants,11.61
3082,2014,Croatia,Theft,Number,12904.0
3083,2014,Croatia,Theft,Per hundred thousand inhabitants,303.85
3084,2014,Italy,Intentional homicide,Number,475.0
