,TIME,GEO,UNIT,INDIC_NA,Value
6028,2014,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6029,2014,Euro area (12 countries),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6030,2014,Belgium,Million euro,Gross domestic product at market prices,
6031,2014,Belgium,Million euro,Gross fixed capital formation,
6032,2014,Belgium,Million euro,External balance of goods and services,
6033,2014,Belgium,Euro per inhabitant,Gross domestic product at market prices,
6034,2014,Belgium,Euro per inhabitant,Gross fixed capital formation,
6035,2014,Belgium,Euro per inhabitant,External balance of goods and services,
6036,2014,Belgium,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6037,2014,Belgium,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6038,2014,Belgium,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6039,2014,Belgium,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6040,2014,Belgium,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6041,2014,Belgium,Percentage of gross domestic product (GDP),External balance of goods and services,
6042,2014,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6043,2014,Belgium,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6044,2014,Belgium,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6045,2014,Bulgaria,Million euro,Gross domestic product at market prices,
6046,2014,Bulgaria,Million euro,Gross fixed capital formation,
6047,2014,Bulgaria,Million euro,External balance of goods and services,
6048,2014,Bulgaria,Euro per inhabitant,Gross domestic product at market prices,
6049,2014,Bulgaria,Euro per inhabitant,Gross fixed capital formation,
6050,2014,Bulgaria,Euro per inhabitant,External balance of goods and services,
6051,2014,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6052,2014,Bulgaria,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6053,2014,Bulgaria,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6054,2014,Bulgaria,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6055,2014,Bulgaria,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6056,2014,Bulgaria,Percentage of gross domestic product (GDP),External balance of goods and services,
6057,2014,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6058,2014,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6059,2014,Bulgaria,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6060,2014,Czech Republic,Million euro,Gross domestic product at market prices,
6061,2014,Czech Republic,Million euro,Gross fixed capital formation,
6062,2014,Czech Republic,Million euro,External balance of goods and services,
6063,2014,Czech Republic,Euro per inhabitant,Gross domestic product at market prices,
6064,2014,Czech Republic,Euro per inhabitant,Gross fixed capital formation,
6065,2014,Czech Republic,Euro per inhabitant,External balance of goods and services,
6066,2014,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6067,2014,Czech Republic,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6068,2014,Czech Republic,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6069,2014,Czech Republic,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6070,2014,Czech Republic,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6071,2014,Czech Republic,Percentage of gross domestic product (GDP),External balance of goods and services,
6072,2014,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6073,2014,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6074,2014,Czech Republic,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6075,2014,Denmark,Million euro,Gross domestic product at market prices,
6076,2014,Denmark,Million euro,Gross fixed capital formation,
6077,2014,Denmark,Million euro,External balance of goods and services,
6078,2014,Denmark,Euro per inhabitant,Gross domestic product at market prices,
6079,2014,Denmark,Euro per inhabitant,Gross fixed capital formation,
6080,2014,Denmark,Euro per inhabitant,External balance of goods and services,
6081,2014,Denmark,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6082,2014,Denmark,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6083,2014,Denmark,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6084,2014,Denmark,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6085,2014,Denmark,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6086,2014,Denmark,Percentage of gross domestic product (GDP),External balance of goods and services,
6087,2014,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6088,2014,Denmark,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6089,2014,Denmark,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6090,2014,Germany (until 1990 former territory of the FRG),Million euro,Gross domestic product at market prices,
6091,2014,Germany (until 1990 former territory of the FRG),Million euro,Gross fixed capital formation,
6092,2014,Germany (until 1990 former territory of the FRG),Million euro,External balance of goods and services,
6093,2014,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross domestic product at market prices,
6094,2014,Germany (until 1990 former territory of the FRG),Euro per inhabitant,Gross fixed capital formation,
6095,2014,Germany (until 1990 former territory of the FRG),Euro per inhabitant,External balance of goods and services,
6096,2014,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6097,2014,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6098,2014,Germany (until 1990 former territory of the FRG),Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6099,2014,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6100,2014,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),Gross fixed capital formation,
6101,2014,Germany (until 1990 former territory of the FRG),Percentage of gross domestic product (GDP),External balance of goods and services,
6102,2014,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6103,2014,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6104,2014,Germany (until 1990 former territory of the FRG),Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6105,2014,Estonia,Million euro,Gross domestic product at market prices,
6106,2014,Estonia,Million euro,Gross fixed capital formation,
6107,2014,Estonia,Million euro,External balance of goods and services,
6108,2014,Estonia,Euro per inhabitant,Gross domestic product at market prices,
6109,2014,Estonia,Euro per inhabitant,Gross fixed capital formation,
6110,2014,Estonia,Euro per inhabitant,External balance of goods and services,
6111,2014,Estonia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6112,2014,Estonia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6113,2014,Estonia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6114,2014,Estonia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6115,2014,Estonia,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6116,2014,Estonia,Percentage of gross domestic product (GDP),External balance of goods and services,
6117,2014,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6118,2014,Estonia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6119,2014,Estonia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6120,2014,Ireland,Million euro,Gross domestic product at market prices,
6121,2014,Ireland,Million euro,Gross fixed capital formation,
6122,2014,Ireland,Million euro,External balance of goods and services,
6123,2014,Ireland,Euro per inhabitant,Gross domestic product at market prices,
6124,2014,Ireland,Euro per inhabitant,Gross fixed capital formation,
6125,2014,Ireland,Euro per inhabitant,External balance of goods and services,
6126,2014,Ireland,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6127,2014,Ireland,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6128,2014,Ireland,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6129,2014,Ireland,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6130,2014,Ireland,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6131,2014,Ireland,Percentage of gross domestic product (GDP),External balance of goods and services,
6132,2014,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6133,2014,Ireland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6134,2014,Ireland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6135,2014,Greece,Million euro,Gross domestic product at market prices,
6136,2014,Greece,Million euro,Gross fixed capital formation,
6137,2014,Greece,Million euro,External balance of goods and services,
6138,2014,Greece,Euro per inhabitant,Gross domestic product at market prices,
6139,2014,Greece,Euro per inhabitant,Gross fixed capital formation,
6140,2014,Greece,Euro per inhabitant,External balance of goods and services,
6141,2014,Greece,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6142,2014,Greece,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6143,2014,Greece,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6144,2014,Greece,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6145,2014,Greece,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6146,2014,Greece,Percentage of gross domestic product (GDP),External balance of goods and services,
6147,2014,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6148,2014,Greece,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6149,2014,Greece,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6150,2014,Spain,Million euro,Gross domestic product at market prices,
6151,2014,Spain,Million euro,Gross fixed capital formation,
6152,2014,Spain,Million euro,External balance of goods and services,
6153,2014,Spain,Euro per inhabitant,Gross domestic product at market prices,
6154,2014,Spain,Euro per inhabitant,Gross fixed capital formation,
6155,2014,Spain,Euro per inhabitant,External balance of goods and services,
6156,2014,Spain,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6157,2014,Spain,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6158,2014,Spain,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6159,2014,Spain,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6160,2014,Spain,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6161,2014,Spain,Percentage of gross domestic product (GDP),External balance of goods and services,
6162,2014,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6163,2014,Spain,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6164,2014,Spain,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6165,2014,France,Million euro,Gross domestic product at market prices,
6166,2014,France,Million euro,Gross fixed capital formation,
6167,2014,France,Million euro,External balance of goods and services,
6168,2014,France,Euro per inhabitant,Gross domestic product at market prices,
6169,2014,France,Euro per inhabitant,Gross fixed capital formation,
6170,2014,France,Euro per inhabitant,External balance of goods and services,
6171,2014,France,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6172,2014,France,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6173,2014,France,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6174,2014,France,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6175,2014,France,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6176,2014,France,Percentage of gross domestic product (GDP),External balance of goods and services,
6177,2014,France,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6178,2014,France,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6179,2014,France,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6180,2014,Croatia,Million euro,Gross domestic product at market prices,
6181,2014,Croatia,Million euro,Gross fixed capital formation,
6182,2014,Croatia,Million euro,External balance of goods and services,
6183,2014,Croatia,Euro per inhabitant,Gross domestic product at market prices,
6184,2014,Croatia,Euro per inhabitant,Gross fixed capital formation,
6185,2014,Croatia,Euro per inhabitant,External balance of goods and services,
6186,2014,Croatia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6187,2014,Croatia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6188,2014,Croatia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6189,2014,Croatia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6190,2014,Croatia,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6191,2014,Croatia,Percentage of gross domestic product (GDP),External balance of goods and services,
6192,2014,Croatia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6193,2014,Croatia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6194,2014,Croatia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6195,2014,Italy,Million euro,Gross domestic product at market prices,
6196,2014,Italy,Million euro,Gross fixed capital formation,
6197,2014,Italy,Million euro,External balance of goods and services,
6198,2014,Italy,Euro per inhabitant,Gross domestic product at market prices,
6199,2014,Italy,Euro per inhabitant,Gross fixed capital formation,
6200,2014,Italy,Euro per inhabitant,External balance of goods and services,
6201,2014,Italy,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6202,2014,Italy,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6203,2014,Italy,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6204,2014,Italy,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6205,2014,Italy,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6206,2014,Italy,Percentage of gross domestic product (GDP),External balance of goods and services,
6207,2014,Italy,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6208,2014,Italy,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6209,2014,Italy,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6210,2014,Cyprus,Million euro,Gross domestic product at market prices,
6211,2014,Cyprus,Million euro,Gross fixed capital formation,
6212,2014,Cyprus,Million euro,External balance of goods and services,
6213,2014,Cyprus,Euro per inhabitant,Gross domestic product at market prices,
6214,2014,Cyprus,Euro per inhabitant,Gross fixed capital formation,
6215,2014,Cyprus,Euro per inhabitant,External balance of goods and services,
6216,2014,Cyprus,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6217,2014,Cyprus,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6218,2014,Cyprus,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6219,2014,Cyprus,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6220,2014,Cyprus,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6221,2014,Cyprus,Percentage of gross domestic product (GDP),External balance of goods and services,
6222,2014,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6223,2014,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6224,2014,Cyprus,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6225,2014,Latvia,Million euro,Gross domestic product at market prices,
6226,2014,Latvia,Million euro,Gross fixed capital formation,
6227,2014,Latvia,Million euro,External balance of goods and services,
6228,2014,Latvia,Euro per inhabitant,Gross domestic product at market prices,
6229,2014,Latvia,Euro per inhabitant,Gross fixed capital formation,
6230,2014,Latvia,Euro per inhabitant,External balance of goods and services,
6231,2014,Latvia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6232,2014,Latvia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6233,2014,Latvia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6234,2014,Latvia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6235,2014,Latvia,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6236,2014,Latvia,Percentage of gross domestic product (GDP),External balance of goods and services,
6237,2014,Latvia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6238,2014,Latvia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6239,2014,Latvia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6240,2014,Lithuania,Million euro,Gross domestic product at market prices,
6241,2014,Lithuania,Million euro,Gross fixed capital formation,
6242,2014,Lithuania,Million euro,External balance of goods and services,
6243,2014,Lithuania,Euro per inhabitant,Gross domestic product at market prices,
6244,2014,Lithuania,Euro per inhabitant,Gross fixed capital formation,
6245,2014,Lithuania,Euro per inhabitant,External balance of goods and services,
6246,2014,Lithuania,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6247,2014,Lithuania,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6248,2014,Lithuania,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6249,2014,Lithuania,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6250,2014,Lithuania,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6251,2014,Lithuania,Percentage of gross domestic product (GDP),External balance of goods and services,
6252,2014,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6253,2014,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6254,2014,Lithuania,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6255,2014,Luxembourg,Million euro,Gross domestic product at market prices,
6256,2014,Luxembourg,Million euro,Gross fixed capital formation,
6257,2014,Luxembourg,Million euro,External balance of goods and services,
6258,2014,Luxembourg,Euro per inhabitant,Gross domestic product at market prices,
6259,2014,Luxembourg,Euro per inhabitant,Gross fixed capital formation,
6260,2014,Luxembourg,Euro per inhabitant,External balance of goods and services,
6261,2014,Luxembourg,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6262,2014,Luxembourg,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6263,2014,Luxembourg,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6264,2014,Luxembourg,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6265,2014,Luxembourg,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6266,2014,Luxembourg,Percentage of gross domestic product (GDP),External balance of goods and services,
6267,2014,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6268,2014,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6269,2014,Luxembourg,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6270,2014,Hungary,Million euro,Gross domestic product at market prices,
6271,2014,Hungary,Million euro,Gross fixed capital formation,
6272,2014,Hungary,Million euro,External balance of goods and services,
6273,2014,Hungary,Euro per inhabitant,Gross domestic product at market prices,
6274,2014,Hungary,Euro per inhabitant,Gross fixed capital formation,
6275,2014,Hungary,Euro per inhabitant,External balance of goods and services,
6276,2014,Hungary,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6277,2014,Hungary,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6278,2014,Hungary,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6279,2014,Hungary,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6280,2014,Hungary,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6281,2014,Hungary,Percentage of gross domestic product (GDP),External balance of goods and services,
6282,2014,Hungary,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6283,2014,Hungary,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6284,2014,Hungary,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6285,2014,Malta,Million euro,Gross domestic product at market prices,
6286,2014,Malta,Million euro,Gross fixed capital formation,
6287,2014,Malta,Million euro,External balance of goods and services,
6288,2014,Malta,Euro per inhabitant,Gross domestic product at market prices,
6289,2014,Malta,Euro per inhabitant,Gross fixed capital formation,
6290,2014,Malta,Euro per inhabitant,External balance of goods and services,
6291,2014,Malta,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6292,2014,Malta,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6293,2014,Malta,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6294,2014,Malta,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6295,2014,Malta,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6296,2014,Malta,Percentage of gross domestic product (GDP),External balance of goods and services,
6297,2014,Malta,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6298,2014,Malta,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6299,2014,Malta,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6300,2014,Netherlands,Million euro,Gross domestic product at market prices,
6301,2014,Netherlands,Million euro,Gross fixed capital formation,
6302,2014,Netherlands,Million euro,External balance of goods and services,
6303,2014,Netherlands,Euro per inhabitant,Gross domestic product at market prices,
6304,2014,Netherlands,Euro per inhabitant,Gross fixed capital formation,
6305,2014,Netherlands,Euro per inhabitant,External balance of goods and services,
6306,2014,Netherlands,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6307,2014,Netherlands,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6308,2014,Netherlands,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6309,2014,Netherlands,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6310,2014,Netherlands,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6311,2014,Netherlands,Percentage of gross domestic product (GDP),External balance of goods and services,
6312,2014,Netherlands,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6313,2014,Netherlands,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6314,2014,Netherlands,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6315,2014,Austria,Million euro,Gross domestic product at market prices,
6316,2014,Austria,Million euro,Gross fixed capital formation,
6317,2014,Austria,Million euro,External balance of goods and services,
6318,2014,Austria,Euro per inhabitant,Gross domestic product at market prices,
6319,2014,Austria,Euro per inhabitant,Gross fixed capital formation,
6320,2014,Austria,Euro per inhabitant,External balance of goods and services,
6321,2014,Austria,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6322,2014,Austria,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6323,2014,Austria,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6324,2014,Austria,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6325,2014,Austria,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6326,2014,Austria,Percentage of gross domestic product (GDP),External balance of goods and services,
6327,2014,Austria,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6328,2014,Austria,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6329,2014,Austria,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6330,2014,Poland,Million euro,Gross domestic product at market prices,
6331,2014,Poland,Million euro,Gross fixed capital formation,
6332,2014,Poland,Million euro,External balance of goods and services,
6333,2014,Poland,Euro per inhabitant,Gross domestic product at market prices,
6334,2014,Poland,Euro per inhabitant,Gross fixed capital formation,
6335,2014,Poland,Euro per inhabitant,External balance of goods and services,
6336,2014,Poland,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6337,2014,Poland,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6338,2014,Poland,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6339,2014,Poland,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6340,2014,Poland,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6341,2014,Poland,Percentage of gross domestic product (GDP),External balance of goods and services,
6342,2014,Poland,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6343,2014,Poland,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6344,2014,Poland,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6345,2014,Portugal,Million euro,Gross domestic product at market prices,
6346,2014,Portugal,Million euro,Gross fixed capital formation,
6347,2014,Portugal,Million euro,External balance of goods and services,
6348,2014,Portugal,Euro per inhabitant,Gross domestic product at market prices,
6349,2014,Portugal,Euro per inhabitant,Gross fixed capital formation,
6350,2014,Portugal,Euro per inhabitant,External balance of goods and services,
6351,2014,Portugal,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6352,2014,Portugal,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6353,2014,Portugal,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6354,2014,Portugal,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6355,2014,Portugal,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6356,2014,Portugal,Percentage of gross domestic product (GDP),External balance of goods and services,
6357,2014,Portugal,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6358,2014,Portugal,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6359,2014,Portugal,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6360,2014,Romania,Million euro,Gross domestic product at market prices,
6361,2014,Romania,Million euro,Gross fixed capital formation,
6362,2014,Romania,Million euro,External balance of goods and services,
6363,2014,Romania,Euro per inhabitant,Gross domestic product at market prices,
6364,2014,Romania,Euro per inhabitant,Gross fixed capital formation,
6365,2014,Romania,Euro per inhabitant,External balance of goods and services,
6366,2014,Romania,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6367,2014,Romania,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6368,2014,Romania,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6369,2014,Romania,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6370,2014,Romania,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6371,2014,Romania,Percentage of gross domestic product (GDP),External balance of goods and services,
6372,2014,Romania,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6373,2014,Romania,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6374,2014,Romania,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6375,2014,Slovenia,Million euro,Gross domestic product at market prices,
6376,2014,Slovenia,Million euro,Gross fixed capital formation,
6377,2014,Slovenia,Million euro,External balance of goods and services,
6378,2014,Slovenia,Euro per inhabitant,Gross domestic product at market prices,
6379,2014,Slovenia,Euro per inhabitant,Gross fixed capital formation,
6380,2014,Slovenia,Euro per inhabitant,External balance of goods and services,
6381,2014,Slovenia,Purchasing power standard (PPS) per inhabitant,Gross domestic product at market prices,
6382,2014,Slovenia,Purchasing power standard (PPS) per inhabitant,Gross fixed capital formation,
6383,2014,Slovenia,Purchasing power standard (PPS) per inhabitant,External balance of goods and services,
6384,2014,Slovenia,Percentage of gross domestic product (GDP),Gross domestic product at market prices,
6385,2014,Slovenia,Percentage of gross domestic product (GDP),Gross fixed capital formation,
6386,2014,Slovenia,Percentage of gross domestic product (GDP),External balance of goods and services,
6387,2014,Slovenia,Percentage of EU27 total (based on PPS per inhabitant),Gross domestic product at market prices,
6388,2014,Slovenia,Percentage of EU27 total (based on PPS per inhabitant),Gross fixed capital formation,
6389,2014,Slovenia,Percentage of EU27 total (based on PPS per inhabitant),External balance of goods and services,
6390,2014,Slovakia,Million euro,Gross domestic product at market prices,
6391,2014,Slovakia,Million euro,Gross fixed capital formation,
6392,2014,Slovakia,Million euro,External balance of goods and services,
6393,2014,Slovakia,Euro per inhabitant,Gross domestic product at market prices,
6394,2014,Slovakia,Euro per inhabitant,Gross fixed capital formation,
6395,2014,Slovakia,Euro per inhabitant,External balance of goods and services,
