,TIME,GEO,UNIT,ISCED11,Value
910,2011,Sweden,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.5
911,2011,Sweden,Percentage,Tertiary education (levels 5-8),29.1
912,2011,United Kingdom,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.8
913,2011,United Kingdom,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.2
914,2011,United Kingdom,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.0
915,2011,United Kingdom,Percentage,Tertiary education (levels 5-8),33.2
916,2011,Iceland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.9
917,2011,Iceland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.1
918,2011,Iceland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),35.7
919,2011,Iceland,Percentage,Tertiary education (levels 5-8),27.4
920,2011,Norway,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4
921,2011,Norway,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6
922,2011,Norway,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.5
923,2011,Norway,Percentage,Tertiary education (levels 5-8),32.1
924,2011,Switzerland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",20.8
925,2011,Switzerland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",79.2
926,2011,Switzerland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),49.2
927,2011,Switzerland,Percentage,Tertiary education (levels 5-8),30.0
928,2011,"Former Yugoslav Republic of Macedonia, the",Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",38.0
929,2011,"Former Yugoslav Republic of Macedonia, the",Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",62.0
930,2011,"Former Yugoslav Republic of Macedonia, the",Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.0
931,2011,"Former Yugoslav Republic of Macedonia, the",Percentage,Tertiary education (levels 5-8),15.0
932,2011,Turkey,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",70.0
933,2011,Turkey,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",30.0
934,2011,Turkey,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),18.7
935,2011,Turkey,Percentage,Tertiary education (levels 5-8),11.3
936,2012,European Union (28 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.8
937,2012,European Union (28 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.2
938,2012,European Union (28 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.6
939,2012,European Union (28 countries),Percentage,Tertiary education (levels 5-8),24.6
940,2012,European Union (27 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.9
941,2012,European Union (27 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.1
942,2012,European Union (27 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.4
943,2012,European Union (27 countries),Percentage,Tertiary education (levels 5-8),24.7
944,2012,European Union (15 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.3
945,2012,European Union (15 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.7
946,2012,European Union (15 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.7
947,2012,European Union (15 countries),Percentage,Tertiary education (levels 5-8),26.1
948,2012,Euro area (19 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.5
949,2012,Euro area (19 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.5
950,2012,Euro area (19 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.3
951,2012,Euro area (19 countries),Percentage,Tertiary education (levels 5-8),24.2
952,2012,Euro area (18 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.7
953,2012,Euro area (18 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.3
954,2012,Euro area (18 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.2
955,2012,Euro area (18 countries),Percentage,Tertiary education (levels 5-8),24.2
956,2012,Euro area (17 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",32.8
957,2012,Euro area (17 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",67.2
958,2012,Euro area (17 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.1
959,2012,Euro area (17 countries),Percentage,Tertiary education (levels 5-8),24.2
960,2012,Belgium,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.4
961,2012,Belgium,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.6
962,2012,Belgium,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),37.4
963,2012,Belgium,Percentage,Tertiary education (levels 5-8),31.3
964,2012,Bulgaria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.0
965,2012,Bulgaria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.0
966,2012,Bulgaria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.4
967,2012,Bulgaria,Percentage,Tertiary education (levels 5-8),20.7
968,2012,Czech Republic,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",13.4
969,2012,Czech Republic,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",86.6
970,2012,Czech Republic,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),69.6
971,2012,Czech Republic,Percentage,Tertiary education (levels 5-8),17.0
972,2012,Denmark,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.8
973,2012,Denmark,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.2
974,2012,Denmark,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.6
975,2012,Denmark,Percentage,Tertiary education (levels 5-8),28.6
976,2012,Germany (until 1990 former territory of the FRG),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.9
977,2012,Germany (until 1990 former territory of the FRG),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.1
978,2012,Germany (until 1990 former territory of the FRG),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.2
979,2012,Germany (until 1990 former territory of the FRG),Percentage,Tertiary education (levels 5-8),24.9
980,2012,Estonia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.8
981,2012,Estonia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.2
982,2012,Estonia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.1
983,2012,Estonia,Percentage,Tertiary education (levels 5-8),32.1
984,2012,Ireland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.8
985,2012,Ireland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.2
986,2012,Ireland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),36.5
987,2012,Ireland,Percentage,Tertiary education (levels 5-8),34.7
988,2012,Greece,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",35.9
989,2012,Greece,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",64.1
990,2012,Greece,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.3
991,2012,Greece,Percentage,Tertiary education (levels 5-8),22.9
992,2012,Spain,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",46.4
993,2012,Spain,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",53.6
994,2012,Spain,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.6
995,2012,Spain,Percentage,Tertiary education (levels 5-8),30.0
996,2012,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.4
997,2012,France,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.6
998,2012,France,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.9
999,2012,France,Percentage,Tertiary education (levels 5-8),27.7
1000,2012,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.1
1001,2012,Croatia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.9
1002,2012,Croatia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),61.1
1003,2012,Croatia,Percentage,Tertiary education (levels 5-8),15.8
1004,2012,Italy,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",44.2
1005,2012,Italy,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",55.8
1006,2012,Italy,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.9
1007,2012,Italy,Percentage,Tertiary education (levels 5-8),13.9
1008,2012,Cyprus,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.4
1009,2012,Cyprus,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.6
1010,2012,Cyprus,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.6
1011,2012,Cyprus,Percentage,Tertiary education (levels 5-8),35.0
1012,2012,Latvia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.4
1013,2012,Latvia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.6
1014,2012,Latvia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.4
1015,2012,Latvia,Percentage,Tertiary education (levels 5-8),25.2
1016,2012,Lithuania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.0
1017,2012,Lithuania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",85.0
1018,2012,Lithuania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.4
1019,2012,Lithuania,Percentage,Tertiary education (levels 5-8),28.6
1020,2012,Luxembourg,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.4
1021,2012,Luxembourg,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.6
1022,2012,Luxembourg,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.2
1023,2012,Luxembourg,Percentage,Tertiary education (levels 5-8),33.4
1024,2012,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.5
1025,2012,Hungary,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.5
1026,2012,Hungary,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.5
1027,2012,Hungary,Percentage,Tertiary education (levels 5-8),19.0
1028,2012,Malta,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",56.7
1029,2012,Malta,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",43.3
1030,2012,Malta,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),26.9
1031,2012,Malta,Percentage,Tertiary education (levels 5-8),16.4
1032,2012,Netherlands,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.8
1033,2012,Netherlands,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.2
1034,2012,Netherlands,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),40.6
1035,2012,Netherlands,Percentage,Tertiary education (levels 5-8),28.6
1036,2012,Austria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.4
1037,2012,Austria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.6
1038,2012,Austria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.8
1039,2012,Austria,Percentage,Tertiary education (levels 5-8),16.9
1040,2012,Poland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.7
1041,2012,Poland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.3
1042,2012,Poland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),61.8
1043,2012,Poland,Percentage,Tertiary education (levels 5-8),21.5
1044,2012,Portugal,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",61.6
1045,2012,Portugal,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",38.4
1046,2012,Portugal,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),21.7
1047,2012,Portugal,Percentage,Tertiary education (levels 5-8),16.7
1048,2012,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.2
1049,2012,Romania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.8
1050,2012,Romania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.3
1051,2012,Romania,Percentage,Tertiary education (levels 5-8),13.5
1052,2012,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.0
1053,2012,Slovenia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",81.0
1054,2012,Slovenia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),58.0
1055,2012,Slovenia,Percentage,Tertiary education (levels 5-8),23.0
1056,2012,Slovakia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.0
1057,2012,Slovakia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",85.0
1058,2012,Slovakia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),68.0
1059,2012,Slovakia,Percentage,Tertiary education (levels 5-8),17.0
1060,2012,Finland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",21.8
1061,2012,Finland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",78.2
1062,2012,Finland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),45.4
1063,2012,Finland,Percentage,Tertiary education (levels 5-8),32.8
1064,2012,Sweden,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",23.8
1065,2012,Sweden,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",76.2
1066,2012,Sweden,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.1
1067,2012,Sweden,Percentage,Tertiary education (levels 5-8),30.1
1068,2012,United Kingdom,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.2
1069,2012,United Kingdom,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.8
1070,2012,United Kingdom,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.1
1071,2012,United Kingdom,Percentage,Tertiary education (levels 5-8),34.6
1072,2012,Iceland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.5
1073,2012,Iceland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.5
1074,2012,Iceland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),35.1
1075,2012,Iceland,Percentage,Tertiary education (levels 5-8),28.5
1076,2012,Norway,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",24.5
1077,2012,Norway,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",75.5
1078,2012,Norway,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.4
1079,2012,Norway,Percentage,Tertiary education (levels 5-8),33.0
1080,2012,Switzerland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",19.9
1081,2012,Switzerland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",80.1
1082,2012,Switzerland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),48.9
1083,2012,Switzerland,Percentage,Tertiary education (levels 5-8),31.2
1084,2012,"Former Yugoslav Republic of Macedonia, the",Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",36.9
1085,2012,"Former Yugoslav Republic of Macedonia, the",Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",63.1
1086,2012,"Former Yugoslav Republic of Macedonia, the",Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),47.5
1087,2012,"Former Yugoslav Republic of Macedonia, the",Percentage,Tertiary education (levels 5-8),15.7
1088,2012,Turkey,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",68.5
1089,2012,Turkey,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",31.5
1090,2012,Turkey,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),19.1
1091,2012,Turkey,Percentage,Tertiary education (levels 5-8),12.4
1092,2013,European Union (28 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.9
1093,2013,European Union (28 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.1
1094,2013,European Union (28 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.7
1095,2013,European Union (28 countries),Percentage,Tertiary education (levels 5-8),25.4
1096,2013,European Union (27 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.0
1097,2013,European Union (27 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.0
1098,2013,European Union (27 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),46.6
1099,2013,European Union (27 countries),Percentage,Tertiary education (levels 5-8),25.5
1100,2013,European Union (15 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.2
1101,2013,European Union (15 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.8
1102,2013,European Union (15 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.9
1103,2013,European Union (15 countries),Percentage,Tertiary education (levels 5-8),26.9
1104,2013,Euro area (19 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.4
1105,2013,Euro area (19 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.6
1106,2013,Euro area (19 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.6
1107,2013,Euro area (19 countries),Percentage,Tertiary education (levels 5-8),25.0
1108,2013,Euro area (18 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.6
1109,2013,Euro area (18 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.4
1110,2013,Euro area (18 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.5
1111,2013,Euro area (18 countries),Percentage,Tertiary education (levels 5-8),24.9
1112,2013,Euro area (17 countries),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",31.7
1113,2013,Euro area (17 countries),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",68.3
1114,2013,Euro area (17 countries),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.5
1115,2013,Euro area (17 countries),Percentage,Tertiary education (levels 5-8),24.9
1116,2013,Belgium,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",30.4
1117,2013,Belgium,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",69.6
1118,2013,Belgium,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.1
1119,2013,Belgium,Percentage,Tertiary education (levels 5-8),31.5
1120,2013,Bulgaria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.1
1121,2013,Bulgaria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.9
1122,2013,Bulgaria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.7
1123,2013,Bulgaria,Percentage,Tertiary education (levels 5-8),22.2
1124,2013,Czech Republic,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",12.9
1125,2013,Czech Republic,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",87.1
1126,2013,Czech Republic,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),69.0
1127,2013,Czech Republic,Percentage,Tertiary education (levels 5-8),18.1
1128,2013,Denmark,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.5
1129,2013,Denmark,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",70.5
1130,2013,Denmark,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.4
1131,2013,Denmark,Percentage,Tertiary education (levels 5-8),29.1
1132,2013,Germany (until 1990 former territory of the FRG),Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",17.7
1133,2013,Germany (until 1990 former territory of the FRG),Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",82.3
1134,2013,Germany (until 1990 former territory of the FRG),Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.1
1135,2013,Germany (until 1990 former territory of the FRG),Percentage,Tertiary education (levels 5-8),25.2
1136,2013,Estonia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",15.8
1137,2013,Estonia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",84.2
1138,2013,Estonia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),51.9
1139,2013,Estonia,Percentage,Tertiary education (levels 5-8),32.3
1140,2013,Ireland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",27.2
1141,2013,Ireland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.8
1142,2013,Ireland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),36.4
1143,2013,Ireland,Percentage,Tertiary education (levels 5-8),36.3
1144,2013,Greece,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",34.5
1145,2013,Greece,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",65.5
1146,2013,Greece,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.4
1147,2013,Greece,Percentage,Tertiary education (levels 5-8),24.0
1148,2013,Spain,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",45.6
1149,2013,Spain,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",54.4
1150,2013,Spain,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.5
1151,2013,Spain,Percentage,Tertiary education (levels 5-8),30.9
1152,2013,France,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.0
1153,2013,France,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",72.0
1154,2013,France,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),43.1
1155,2013,France,Percentage,Tertiary education (levels 5-8),28.9
1156,2013,Croatia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.4
1157,2013,Croatia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.6
1158,2013,Croatia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.5
1159,2013,Croatia,Percentage,Tertiary education (levels 5-8),17.0
1160,2013,Italy,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",43.4
1161,2013,Italy,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",56.6
1162,2013,Italy,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),42.2
1163,2013,Italy,Percentage,Tertiary education (levels 5-8),14.4
1164,2013,Cyprus,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",25.4
1165,2013,Cyprus,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",74.6
1166,2013,Cyprus,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),39.2
1167,2013,Cyprus,Percentage,Tertiary education (levels 5-8),35.4
1168,2013,Latvia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.6
1169,2013,Latvia,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.4
1170,2013,Latvia,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),56.4
1171,2013,Latvia,Percentage,Tertiary education (levels 5-8),27.0
1172,2013,Lithuania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",14.4
1173,2013,Lithuania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",85.6
1174,2013,Lithuania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),55.8
1175,2013,Lithuania,Percentage,Tertiary education (levels 5-8),29.8
1176,2013,Luxembourg,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",26.1
1177,2013,Luxembourg,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",73.9
1178,2013,Luxembourg,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),38.6
1179,2013,Luxembourg,Percentage,Tertiary education (levels 5-8),35.2
1180,2013,Hungary,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.8
1181,2013,Hungary,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.2
1182,2013,Hungary,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.8
1183,2013,Hungary,Percentage,Tertiary education (levels 5-8),19.5
1184,2013,Malta,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",54.9
1185,2013,Malta,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",45.1
1186,2013,Malta,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),27.9
1187,2013,Malta,Percentage,Tertiary education (levels 5-8),17.2
1188,2013,Netherlands,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",29.0
1189,2013,Netherlands,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.0
1190,2013,Netherlands,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),41.6
1191,2013,Netherlands,Percentage,Tertiary education (levels 5-8),29.3
1192,2013,Austria,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",22.2
1193,2013,Austria,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",77.8
1194,2013,Austria,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),60.2
1195,2013,Austria,Percentage,Tertiary education (levels 5-8),17.7
1196,2013,Poland,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",16.1
1197,2013,Poland,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",83.9
1198,2013,Poland,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),61.3
1199,2013,Poland,Percentage,Tertiary education (levels 5-8),22.6
1200,2013,Portugal,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",59.4
1201,2013,Portugal,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",40.6
1202,2013,Portugal,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),23.0
1203,2013,Portugal,Percentage,Tertiary education (levels 5-8),17.6
1204,2013,Romania,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",28.9
1205,2013,Romania,Percentage,"Upper secondary, post-secondary non-tertiary and tertiary education (levels 3-8)",71.1
1206,2013,Romania,Percentage,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),57.3
1207,2013,Romania,Percentage,Tertiary education (levels 5-8),13.8
1208,2013,Slovenia,Percentage,"Less than primary, primary and lower secondary education (levels 0-2)",18.5
